cup	level	tier	Fulbo Win Prize	Cancha ID  0= Fulbo Stadium.  1= Cementerio.  2= Playa.	Size	My Team Qty	Equipo	ID Players	ID GK	referi_id	Tiempo de juego	Positions	coin price	abreviacion (name)	color remera 1	color remera 2	color shorts	color shoes	pinball	designID (pattern)	diseño escudo (shape)	logo (icon)	GK - ACCURACY	GK - STAMINA	GK - SPEED	GK - DEXTERITY	GK - TRICKERY	DEF - ACCURACY	DEF - STAMINA	DEF - SPEED	DEF - DEXTERITY	DEF - TRICKERY	MID - ACCURACY	MID - STAMINA	MID - SPEED	MID - DEXTERITY	MID - TRICKERY	FOR - ACCURACY	FOR - STAMINA	FOR - SPEED	FOR - DEXTERITY	FOR - TRICKERY	Duels_players	Duels_GK	idle Delay	TOTAL STATS (Cargar Stats Totales Acá)	True Power	GK TOTAL	DEF TOTAL	MID TOTAL	FOR TOTAL	GK%	DEF%	MID%	FOR%	GK - ACCURACY	GK - STAMINA	GK - SPEED	GK - DEXTERITY	GK - TRICKERY	DEF - ACCURACY	DEF - STAMINA	DEF - SPEED	DEF - DEXTERITY	DEF - TRICKERY	MID - ACCURACY	MID - STAMINA	MID - SPEED	MID - DEXTERITY	MID - TRICKERY	FOR - ACCURACY	FOR - STAMINA	FOR - SPEED	FOR - DEXTERITY	FOR - TRICKERY
50	52	1	0	5	small	5	Bolu2 Team	7,12,13,14	2	2	90	2	30	BT	verde	verde	verde	verde	0	3	3	12	36	36	36	36	36	15	45	23	45	23	24	24	24	24	24	30	30	30	30	30	0	0	15	716	600	180	150	120	150	25%	25%	25%	25%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
50	53	1	0	4	small	5	Locked Saviors	148,128,113,108	6	1	90	3	37	LS	amarillo	verde	amarillo	negro	0	1	1	4	27	54	27	18	54	15	45	23	45	23	30	30	30	30	30	54	18	54	27	27	0	0	15	788	660	180	150	150	180	25%	20%	20%	35%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
50	50	2	0	5	medium	8	Hairdressers' Sons	10,49,50,59,75,116,127	7	5	120	2	10	HS	rosa	azul	negro	negro	0	1	4	8	39	20	13	39	20	13	39	20	39	20	15	45	23	23	45	20	13	20	39	39	0	0	20	656	544	131	131	150	131	20%	20%	40%	20%	30%	15%	10%	30%	15%	10%	30%	15%	30%	15%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
50	51	2	0	5	medium	8	Tufo & Barullo FC	130, 134, 136, 135, 147, 125, 111	15	5	120	3	17	TB	verde	azul	negro	verde	0	2	1	1	27	27	27	27	27	18	27	54	27	54	14	41	21	21	41	21	14	21	41	41	0	0	20	683	590	137	180	137	137	20%	40%	20%	20%	20%	20%	20%	20%	20%	10%	15%	30%	15%	30%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
50	52	2	0	5	medium	8	Bolu2 Team	7,12,13,14,20,22,23	2	2	120	2	30	BT	verde	verde	verde	verde	0	3	3	12	30	30	30	30	30	18	53	27	53	27	36	36	36	36	36	30	30	30	30	30	0	0	15	713	657	150	178	178	150	25%	25%	25%	25%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
50	53	2	0	5	medium	8	Locked Saviors	148,128,113,108,107,76,6	6	1	120	3	37	LS	amarillo	verde	amarillo	negro	0	1	1	4	27	54	27	18	54	15	45	23	45	23	30	30	30	30	30	56	19	56	28	28	0	0	15	745	665	180	150	149	186	35%	20%	20%	25%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
50	54	2	0	4	medium	8	Guerrilla Squad	77,79,119,117,90,6,28	2	1	120	2	57	GS	azul	negro	amarillo	rojo	0	2	1	14	29	57	29	19	57	33	33	33	33	33	16	25	49	49	25	57	19	57	29	29	0	0	15	820	708	190	164	164	190	25%	20%	20%	35%	15%	30%	15%	10%	30%	20%	20%	20%	20%	20%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
50	50	3	0	5	large	11	Hairdressers' Sons	10,49,50,59,75,116,127,126,92,95	7	5	150	2	10	HS	rosa	azul	negro	negro	0	1	4	8	40	20	13	40	20	16	48	24	48	24	14	41	20	20	41	20	13	20	40	40	0	0	20	662	560	132	160	135	132	20%	20%	40%	20%	30%	15%	10%	30%	15%	10%	30%	15%	30%	15%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
50	51	3	0	5	large	11	Tufo & Barullo FC	130,134,136,135,147,125,111,112,141,100	15	5	150	3	17	TB	verde	azul	negro	verde	0	2	1	1	28	28	28	28	28	14	21	42	21	42	16	48	24	24	48	21	14	21	41	41	0	0	20	688	575	138	140	160	138	20%	40%	20%	20%	20%	20%	20%	20%	20%	10%	15%	30%	15%	30%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
50	52	3	0	5	large	11	Bolu2 Team	7,12,13,14,20,22,23,28,31,33	2	2	150	2	30	BT	verde	verde	verde	verde	0	3	3	12	29	29	29	29	29	14	43	22	43	22	29	29	29	29	29	36	36	36	36	36	0	0	15	717	610	143	143	143	180	20%	20%	20%	40%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
50	53	3	0	5	large	11	Locked Saviors	148,128,113,108,107,76,6,109,112,149	6	1	150	3	37	LS	amarillo	verde	amarillo	negro	0	1	1	4	27	54	27	18	54	15	45	23	45	23	37	37	37	37	37	56	19	56	28	28	0	0	15	748	704	180	150	187	187	25%	25%	25%	25%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
50	54	3	0	5	large	11	Guerrilla Squad	77,79,119,117,90,6,28,19,15,25	2	1	150	2	57	GS	azul	negro	amarillo	rojo	0	2	1	14	29	57	29	19	57	35	35	35	35	35	16	24	48	48	24	59	20	59	29	29	0	0	15	782	720	190	175	160	195	35%	20%	20%	25%	15%	30%	15%	10%	30%	20%	20%	20%	20%	20%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
50	55	3	0	4	large	11	Imprisoned Freedom	74,75,8,3,35,30,25,80,144,136	7	6	150	3	59	IF	azul	blanco	celeste	azul	0	3	3	16	32	65	32	22	65	17	26	52	26	52	22	32	65	65	32	65	22	65	32	32	0	0	10	860	817	215	172	215	215	25%	20%	25%	30%	15%	30%	15%	10%	30%	10%	15%	30%	15%	30%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
60	60	1	0	2	small	5	Party Hard Destroyers	103,111,108,109	21	7	90	6	47	HP	violeta	amarillo	violeta	amarillo	0	2	3	12	63	32	21	63	32	25	75	38	75	38	22	66	33	33	66	36	24	36	72	72	0	0	20	957	920	210	250	220	239	22%	30%	23%	25%	30%	15%	10%	30%	15%	10%	30%	15%	30%	15%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	61	1	0	5	small	5	Peruvian Friday	147,139,134,133	19	5	90	6	33	PF	rojo	violeta	violeta	rojo	0	2	2	14	50	50	50	50	50	24	36	72	36	72	24	72	36	36	72	33	22	33	66	66	0	0	20	1000	950	250	240	240	220	30%	24%	24%	22%	20%	20%	20%	20%	20%	10%	15%	30%	15%	30%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	62	1	0	0	small	5	Soul Street Sisters	107,95,105,97	3	2	90	7	20	SSS	mandarina	negro	celeste	negro	0	2	1	16	52	52	52	52	52	25	75	38	75	38	50	50	50	50	50	52	52	52	52	52	0	0	15	1048	1024	262	250	250	262	25%	25%	25%	25%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
60	63	1	0	1	small	5	Everyone's Favorites	37, 40, 44, 51	3	5	90	5	13	EF	blanco	negro	negro	verde	0	3	3	18	41	83	41	28	83	25	75	38	75	38	55	55	55	55	55	75	25	75	38	38	0	0	15	1100	1050	275	250	275	250	25%	20%	25%	30%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
60	60	2	0	2	medium	8	Party Hard Destroyers	113,112,106,103,111,108,109	21	7	120	6	47	HP	violeta	amarillo	violeta	amarillo	0	2	3	12	63	32	21	63	32	22	65	32	65	32	25	75	38	38	75	38	25	38	75	75	0	0	20	950	925	210	215	250	250	22%	22%	30%	26%	30%	15%	10%	30%	15%	10%	30%	15%	30%	15%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	61	2	0	5	medium	8	Peruvian Friday	147,139,134,133,129,126,117	19	5	120	6	33	PF	rojo	violeta	violeta	rojo	0	2	2	14	50	50	50	50	50	25	38	75	38	75	22	66	33	33	66	35	23	35	69	69	0	0	20	991	950	250	250	220	230	25%	30%	22%	23%	20%	20%	20%	20%	20%	10%	15%	30%	15%	30%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	62	2	0	0	medium	8	Soul Street Sisters	92,43,94,107,95,105,97	3	2	120	26	20	SSS	mandarina	negro	celeste	negro	0	2	1	16	52	52	52	52	52	26	78	39	78	39	52	52	52	52	52	50	50	50	50	50	0	0	15	1036	1027	259	259	259	250	25%	25%	25%	25%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
60	63	2	0	1	medium	8	Everyone's Favorites	1, 7, 28, 37, 40, 44, 51	3	5	120	5	13	EF	blanco	negro	negro	verde	0	3	3	18	45	90	45	30	90	24	72	36	72	36	54	54	54	54	54	75	25	75	37	37	0	0	15	1086	1060	300	239	271	250	30%	22%	25%	23%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
60	64	2	0	4	medium	8	Wholesome Eleven	136,137,141,143,128,100,82	4	7	120	1	9	WE	rojo	blanco	blanco	rojo	0	1	4	20	43	86	43	29	86	50	50	50	50	50	25	38	75	75	38	90	30	90	45	45	0	0	15	1140	1086	285	250	251	300	25%	25%	22%	28%	15%	30%	15%	10%	30%	20%	20%	20%	20%	20%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
60	60	3	0	0	large	11	Party Hard Destroyers	116,115,114,113,112,106,103,111,108,109	21	7	150	6	47	HP	violeta	amarillo	violeta	amarillo	0	2	3	12	71	35	24	71	35	24	71	35	71	35	25	75	38	38	75	37	25	37	74	74	0	0	20	1026	968	236	236	250	246	23%	23%	30%	24%	30%	15%	10%	30%	15%	10%	30%	15%	30%	15%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	61	3	0	5	large	11	Peruvian Friday	147,139,134,133,129,126,117,111,20,21	19	5	150	6	33	PF	rojo	violeta	violeta	rojo	0	2	2	14	53	53	53	53	53	25	38	75	38	75	23	70	35	35	70	36	24	36	73	73	0	0	20	1054	988	263	250	232	242	25%	30%	22%	23%	20%	20%	20%	20%	20%	10%	15%	30%	15%	30%	10%	30%	15%	15%	30%	15%	10%	15%	30%	30%
60	62	3	0	2	large	11	Soul Street Sisters	92,43,94,107,95,105,97,141,145,82	3	2	150	12	20	SSS	mandarina	negro	celeste	negro	0	2	1	16	54	54	54	54	54	25	75	38	75	38	54	54	54	54	54	54	54	54	54	54	0	0	15	1083	1062	271	250	271	271	25%	25%	25%	25%	20%	20%	20%	20%	20%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
60	63	3	0	1	large	11	Everyone's Favorites	27, 31, 22, 1, 7, 28, 37, 40, 44, 51	3	5	150	5	13	EF	blanco	negro	negro	verde	0	3	3	18	45	90	45	30	90	26	77	38	77	38	56	56	56	56	56	77	26	77	38	38	0	0	15	1113	1090	300	256	278	256	29%	23%	25%	23%	15%	30%	15%	10%	30%	10%	30%	15%	30%	15%	20%	20%	20%	20%	20%	30%	10%	30%	15%	15%
60	64	3	0	0	large	11	Wholesome Eleven	136,137,141,143,128,100,82,63,39,21	4	7	150	1	9	WE	rojo	blanco	blanco	rojo	0	1	4	20	43	86	43	29	86	57	57	57	57	57	24	36	72	72	36	90	30	90	45	45	0	0	15	1146	1113	286	286	241	300	25%	25%	21%	29%	15%	30%	15%	10%	30%	20%	20%	20%	20%	20%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
60	65	3	0	4	large	11	Knee-Biters Club	4,6,17,28,49,69,93,14,1,5	23	1	150	1	50	KB	amarillo	negro	amarillo	negro	0	1	1	7	45	90	45	30	90	26	39	78	39	78	27	41	81	81	41	90	30	90	45	45	0	0	10	1180	1130	300	260	270	300	27%	22%	23%	28%	15%	30%	15%	10%	30%	10%	15%	30%	15%	30%	10%	15%	30%	30%	15%	30%	10%	30%	15%	15%
70	70	1	0	1	small	5	Los Muertos	129, 130, 131, 132	18	2	90	0	12	LM	rosa	violeta	blanco	violeta	0	2	4	14	56	56	56	56	56	60	60	60	60	60	58	58	58	58	58	60	60	60	60	60	0	0	20	1270	1171	279	300	292	300	22%	30%	23%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	71	1	0	0	small	5	Hibernating Bears	120,67,66,60	11	1	90	4	33	HB	bordo	negro	blanco	bordo	0	3	1	17	60	60	60	60	60	64	64	64	64	64	64	64	64	64	64	58	58	58	58	58	0	0	20	1327	1229	300	319	319	292	30%	24%	24%	22%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	72	1	0	0	small	5	The Beasties	83,150,142,93	17	1	90	0	26	TB	bordo	rojo	verde	negro	0	3	1	11	70	70	70	70	70	60	60	60	60	60	60	60	60	60	60	70	70	70	70	70	0	0	15	1390	1295	348	300	300	348	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	73	1	0	4	small	5	Random League	4,6,8,30	5	3	90	3	24	RLG	blanco	blanco	blanco	blanco	0	3	1	2	73	73	73	73	73	58	58	58	58	58	61	61	61	61	61	70	70	70	70	70	0	0	15	1460	1314	365	292	307	350	25%	20%	21%	34%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	70	2	0	1	medium	8	Los Muertos	129, 130, 131, 132, 133, 85, 86	18	2	120	0	12	LM	rosa	violeta	blanco	violeta	0	2	4	14	55	55	55	55	55	55	55	55	55	55	60	60	60	60	60	65	65	65	65	65	0	0	20	1257	1180	276	276	300	327	22%	22%	30%	26%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	71	2	0	0	medium	8	Hibernating Bears	120,67,66,60,56,53,147	11	1	120	4	33	HB	bordo	negro	blanco	bordo	0	3	1	17	66	66	66	66	66	60	60	60	60	60	58	58	58	58	58	60	60	60	60	60	0	0	20	1311	1218	328	300	288	302	25%	30%	22%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	72	2	0	0	medium	8	The Beasties	83,150,142,93,35,125,114	17	6	120	0	26	TB	bordo	rojo	verde	negro	0	3	1	11	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	0	0	15	1371	1371	343	343	343	343	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	73	2	0	4	medium	8	Random League	4,6,8,30,100,109,111	5	3	120	3	24	RLG	blanco	blanco	blanco	blanco	0	3	1	2	64	64	64	64	64	63	63	63	63	63	64	64	64	64	64	66	66	66	66	66	0	0	15	1436	1286	320	316	320	330	30%	22%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	74	2	0	5	medium	8	Trap and Drinks	34,46,39,44,22,32,52	11	7	120	6	19	TD	amarillo	rosa	naranja	blanco	0	1	2	20	75	75	75	75	75	75	75	75	75	75	60	60	60	60	60	68	68	68	68	68	0	0	15	1508	1396	377	377	302	340	25%	25%	20%	30%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	70	3	0	1	large	11	Los Muertos	129, 130, 131, 132, 133, 85, 86, 143, 83, 89	18	2	150	0	12	LM	rosa	violeta	blanco	violeta	0	2	4	14	60	60	60	60	60	62	62	62	62	62	60	60	60	60	60	65	65	65	65	65	0	0	20	1353	1236	300	311	300	325	23%	23%	30%	24%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	71	3	0	0	large	11	Hibernating Bears	120,67,66,60,56,53,147,55,7,101	11	1	150	4	33	HB	bordo	negro	blanco	bordo	0	3	1	17	69	69	69	69	69	70	70	70	70	70	61	61	61	61	61	64	64	64	64	64	0	0	20	1389	1323	347	350	306	320	25%	30%	22%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	72	3	0	0	large	11	The Beasties	83,150,142,93,35,125,114,82,84,143	17	6	150	0	26	TB	bordo	rojo	verde	negro	0	3	1	11	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	0	0	15	1428	1400	350	350	350	350	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	73	3	0	4	large	11	Random League	4,6,8,30,100,109,111,41,113,53	5	3	150	3	24	RLG	blanco	blanco	blanco	blanco	0	3	1	2	76	76	76	76	76	65	65	65	65	65	69	69	69	69	69	74	74	74	74	74	0	0	15	1468	1418	380	323	345	370	30%	22%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	74	3	0	5	large	11	Trap and Drinks	34,46,39,44,22,32,52,99,111,112	11	7	150	6	19	TD	amarillo	rosa	naranja	blanco	0	1	2	20	76	76	76	76	76	76	76	76	76	76	65	65	65	65	65	70	70	70	70	70	0	0	15	1511	1430	378	378	325	350	25%	25%	20%	30%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
70	75	3	0	0	large	11	Private Investors FC	3,16,29,40,116,51,76,119,120,141	17	6	150	11	23	PI	naranja	mandarina	blanco	blanco	0	2	2	15	78	78	78	78	78	63	63	63	63	63	72	72	72	72	72	77	77	77	77	77	0	0	10	1556	1447	389	315	358	385	25%	22%	23%	30%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	80	1	0	1	small	5	Sexy Fallout Clan	97, 98, 91, 90	4	6	90	2	15	SFC	verde	amarillo	amarillo	verde	0	2	3	1	58	58	58	58	58	80	80	80	80	80	61	61	61	61	61	66	66	66	66	66	0	0	20	1325	1325	292	398	305	331	22%	30%	23%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	81	1	0	1	small	5	Sacre Bleu Oui Oui	140,136,134,125	14	5	90	6	11	SBOO	negro	rosa	negro	rosa	0	3	2	16	83	83	83	83	83	66	66	66	66	66	66	66	66	66	66	61	61	61	61	61	0	0	20	1385	1385	416	332	332	305	30%	24%	24%	22%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	82	1	0	1	small	5	Shady Outsiders FC	123, 124, 80, 74	8	2	90	4	14	SO	blanco	rojo	rojo	negro	0	1	5	13	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	0	0	15	1451	1451	363	363	363	363	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	83	1	0	5	small	5	Urban Prowlers FC	95, 89, 108, 107	5	7	90	3	16	UP	naranja	amarillo	blanco	naranja	0	2	4	7	85	85	85	85	85	61	61	61	61	61	61	61	61	61	61	98	98	98	98	98	0	0	15	1524	1524	427	305	305	488	28%	20%	20%	32%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	80	2	0	1	medium	8	Sexy Fallout Clan	114, 117, 118, 97, 98, 91, 90	4	6	120	2	15	SFC	verde	amarillo	amarillo	verde	0	2	3	1	61	61	61	61	61	61	61	61	61	61	84	84	84	84	84	73	73	73	73	73	0	0	20	1397	1397	307	307	419	363	22%	22%	30%	26%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	81	2	0	1	medium	8	Sacre Bleu Oui Oui	140,136,134,125, 24,62,82	14	5	120	6	11	SBOO	negro	rosa	negro	rosa	0	3	2	16	73	73	73	73	73	87	87	87	87	87	64	64	64	64	64	67	67	67	67	67	0	0	20	1458	1458	364	437	321	335	25%	30%	22%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	82	2	0	1	medium	8	Shady Outsiders FC	123, 124, 80, 74, 78, 55, 57	8	2	120	4	14	SO	blanco	rojo	rojo	negro	0	1	5	13	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	0	0	15	1524	1524	381	381	381	381	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	83	2	0	5	medium	8	Urban Prowlers FC	95, 89, 108, 107, 102, 110,12	5	7	120	3	16	UP	naranja	amarillo	blanco	naranja	0	2	4	7	96	96	96	96	96	70	70	70	70	70	80	80	80	80	80	73	73	73	73	73	0	0	15	1596	1596	479	351	399	367	30%	22%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	84	2	0	4	medium	8	Time Tellers	139, 141, 142, 144, 6, 7, 24	1	6	120	3	13	TT	rojo	negro	amarillo	blanco	0	1	1	2	87	87	87	87	87	84	84	84	84	84	67	67	67	67	67	97	97	97	97	97	0	0	15	1676	1676	436	419	335	486	26%	25%	20%	29%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	80	3	0	1	large	11	Sexy Fallout Clan	115, 116, 113, 114, 117, 118, 97, 98, 91, 90	4	6	150	2	15	SFC	verde	amarillo	amarillo	verde	0	2	3	1	70	70	70	70	70	70	70	70	70	70	92	92	92	92	92	73	73	73	73	73	0	0	20	1530	1530	352	352	459	367	23%	23%	30%	24%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	81	3	0	1	large	11	Sacre Bleu Oui Oui	140,136,134,125, 24, 62, 82, 138, 133, 57	14	5	150	6	11	SBOO	negro	rosa	negro	rosa	0	3	2	16	79	79	79	79	79	94	94	94	94	94	69	69	69	69	69	72	72	72	72	72	0	0	20	1571	1571	393	471	346	361	25%	30%	22%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	82	3	0	1	large	11	Shady Outsiders FC	123, 124, 80, 74, 78, 55, 57, 77, 79, 89	8	2	150	4	14	SO	blanco	rojo	rojo	negro	0	1	5	13	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	0	0	15	1615	1615	404	404	404	404	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	83	3	0	5	large	11	Urban Prowlers FC	95, 89,108,107,102,110,109,112,126,12	5	7	150	3	16	UP	naranja	amarillo	blanco	naranja	0	2	4	7	100	100	100	100	100	73	73	73	73	73	83	83	83	83	83	76	76	76	76	76	0	0	15	1660	1660	498	365	415	382	30%	22%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	84	3	0	4	large	11	Time Tellers	139, 141, 142, 144, 6, 7, 8, 24, 41, 31	1	6	150	3	13	TT	rojo	negro	amarillo	blanco	0	1	1	2	85	85	85	85	85	85	85	85	85	85	72	72	72	72	72	99	99	99	99	99	0	0	15	1709	1709	427	427	359	496	25%	25%	21%	29%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
80	85	3	0	0	large	11	Fulbo Motors	18,13,73,92,22,96,97,116,98,99	20	5	150	1	30	FM	negro	rojo	rojo	negro	0	3	2	11	88	88	88	88	88	84	84	84	84	84	81	81	81	81	81	99	99	99	99	99	0	0	10	1760	1760	440	422	405	493	25%	24%	23%	28%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	90	1	0	2	small	5	Doomed Presidents	26,27,29,16	15	2	90	4	36	DP	mandarina	amarillo	mandarina	amarillo	0	3	1	5	62	62	62	62	62	85	85	85	85	85	65	65	65	65	65	71	71	71	71	71	0	0	20	1415	1415	311	425	326	354	22%	30%	23%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	91	1	0	2	small	5	Fantastic Couples	40,31,57,32	1	2	90	3	37	FC	celeste	amarillo	rosa	blanco	0	2	3	20	89	89	89	89	89	71	71	71	71	71	71	71	71	71	71	65	65	65	65	65	0	0	20	1480	1480	444	355	355	326	30%	24%	24%	22%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	92	1	0	0	small	5	Golden Eyes	50,54,49,10	8	1	90	7	29	GE	amarillo	blanco	naranja	blanco	0	2	3	15	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	0	0	15	1550	1550	388	388	388	388	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	93	1	0	1	small	5	Newly Single FC	88,137,144,127	10	3	90	0	23	NWS	blanco	rojo	negro	rojo	0	3	1	8	81	81	81	81	81	65	65	65	65	65	81	81	81	81	81	98	98	98	98	98	0	0	15	1628	1628	407	326	407	488	25%	20%	25%	30%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	90	2	0	2	medium	8	Doomed Presidents	26,27,29,16,144,3,40	15	2	120	4	36	DP	mandarina	amarillo	mandarina	amarillo	0	3	1	5	66	66	66	66	66	66	66	66	66	66	90	90	90	90	90	78	78	78	78	78	0	0	20	1492	1492	328	328	448	388	22%	22%	30%	26%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	91	2	0	2	medium	8	Fantastic Couples	8,3,27,40,31,57,32	1	2	120	3	37	FC	celeste	amarillo	rosa	blanco	0	2	3	20	78	78	78	78	78	93	93	93	93	93	69	69	69	69	69	72	72	72	72	72	0	0	20	1557	1557	389	467	343	358	25%	30%	22%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
